product_id,product_name,category,brand,unit_cost,unit_price,supplier_id,lead_time_days,reorder_point,safety_stock,created_at
PRD02041,Moisturizer 250ml,Personal Care,SuperFresh,498.16,760.67,SUP0297,16,167,8,2022-01-12
PRD02042,Spices 500ml,Packaged Foods,MegaStore,267.37,403.57,SUP0768,21,61,75,2022-01-26
PRD02043,Soft Drink Box,Beverages,HappyHome,295.99,401.95,SUP0763,15,291,56,2021-01-06
PRD02044,Greek Yogurt 200g,Dairy,NaturePlus,178.22,258.78,SUP0995,19,95,81,2023-10-09
PRD02045,Cheese 500ml,Dairy,DailyChoice,74.93,111.9,SUP0064,27,38,18,2024-05-24
PRD02046,Light Bulb 100g,Household,MegaStore,381.49,449.66,SUP0681,5,294,57,2022-02-15
PRD02047,Laundry Detergent 200g,Cleaning Supplies,PureLife,394.11,547.55,SUP0111,30,130,81,2023-10-22
PRD02048,Energy Drink 750g,Beverages,QuickBite,182.48,291.64,SUP0469,13,213,73,2023-09-06
PRD02049,Shampoo 200g,Personal Care,FamilyChoice,483.38,709.11,SUP0721,6,113,46,2025-04-24
PRD02050,Carrot 750ml,Fruits & Vegetables,HappyHome,291.24,335.43,SUP0407,25,170,27,2022-08-22
PRD02051,Toilet Cleaner 750g,Cleaning Supplies,EcoLiving,207.71,330.07,SUP0366,22,87,13,2025-02-18
PRD02052,Yogurt Pack,Dairy,HappyHome,491.38,766.57,SUP0481,18,209,42,2023-06-10
PRD02053,Cream 500g,Dairy,PremiumSelect,460.87,572.83,SUP0927,24,269,61,2023-05-26
PRD02054,Paneer 250g,Dairy,PrimeFoods,156.4,194.94,SUP0955,28,88,27,2024-12-12
PRD02055,Body Lotion 1L,Personal Care,PureHarvest,430.0,672.43,SUP0935,27,37,55,2023-10-26
PRD02056,Mango 500ml,Fruits & Vegetables,GreenHarvest,389.72,608.31,SUP0670,10,248,72,2022-02-18
PRD02057,Sugar 250g,Packaged Foods,PureHarvest,99.75,125.7,SUP0753,30,257,97,2021-08-05
PRD02058,Frozen Nuggets 750g,Frozen Foods,MegaStore,447.57,606.64,SUP0813,22,263,76,2021-06-04
PRD02059,Chocolate Bar 500g,Snacks,PrimeFoods,425.05,627.65,SUP0690,30,202,31,2021-05-04
PRD02060,Paneer 250ml,Dairy,HealthySelect,135.68,212.61,SUP0983,19,236,59,2025-08-24
PRD02061,Laundry Detergent Pack,Cleaning Supplies,PureHarvest,463.06,703.18,SUP0257,25,265,13,2024-03-15
PRD02062,Cleaning Wipes 500g,Cleaning Supplies,QuickBite,233.6,299.7,SUP0975,11,239,59,2024-02-03
PRD02063,Oats Pack,Packaged Foods,SuperFresh,466.36,603.51,SUP0928,24,205,89,2021-04-12
PRD02064,Tissue Paper 500ml,Household,SuperFresh,393.73,493.17,SUP0052,3,89,16,2025-04-07
PRD02065,Frozen Pizza 500g,Frozen Foods,MegaStore,70.63,105.71,SUP0958,19,280,29,2023-06-24
PRD02066,Deodorant 1kg,Personal Care,PremiumSelect,412.86,570.77,SUP0783,15,212,23,2023-01-15
PRD02067,Spinach Pack,Fruits & Vegetables,DailyChoice,72.32,107.82,SUP0706,26,99,40,2022-11-24
PRD02068,Apple 1L,Fruits & Vegetables,ValuePlus,106.56,142.11,SUP0998,26,116,93,2023-06-10
PRD02069,Deodorant Pack,Personal Care,HappyHome,39.04,47.48,SUP0533,3,186,55,2023-09-11
PRD02070,Floor Cleaner Box,Cleaning Supplies,PrimeFoods,215.59,302.53,SUP0980,14,294,64,2022-12-17
PRD02071,Pasta 500ml,Packaged Foods,QuickBite,141.78,184.01,SUP0518,5,180,75,2024-11-11
PRD02072,Popcorn 750g,Snacks,QuickBite,328.53,468.05,SUP0334,21,250,64,2021-07-16
PRD02073,Greek Yogurt 500ml,Dairy,ValuePlus,92.53,141.88,SUP0091,18,252,40,2025-11-12
PRD02074,Shampoo 1L,Personal Care,NaturePlus,304.96,448.19,SUP0484,17,105,100,2025-10-31
PRD02075,Carrot 100g,Fruits & Vegetables,EcoLiving,317.97,467.57,SUP0009,18,96,28,2021-09-11
PRD02076,Cleaning Wipes 200g,Cleaning Supplies,HappyHome,488.1,605.44,SUP0663,4,130,48,2024-04-07
PRD02077,Milk Shake 100g,Beverages,MegaStore,286.09,420.91,SUP0036,7,170,75,2021-01-17
PRD02078,Soap Box,Personal Care,SmartChoice,246.26,299.58,SUP0165,23,161,6,2025-01-09
PRD02079,Ice Cream 750ml,Dairy,EcoLiving,191.65,221.74,SUP0166,18,259,42,2023-03-26
PRD02080,Flour 750ml,Packaged Foods,FreshMart,413.85,540.21,SUP0353,22,40,77,2025-06-13
PRD02081,Apple Juice 750g,Beverages,FreshMart,109.01,138.44,SUP0328,24,54,50,2023-10-11
PRD02082,Frozen Nuggets 500ml,Frozen Foods,DailyChoice,223.28,257.53,SUP0033,5,220,17,2024-01-06
PRD02083,Banana 250g,Fruits & Vegetables,FreshMart,199.4,285.92,SUP0659,17,167,26,2025-06-24
PRD02084,Light Bulb 250g,Household,GreenHarvest,58.77,83.62,SUP0553,19,209,43,2021-12-12
PRD02085,Pasta 1kg,Packaged Foods,NaturePlus,249.63,348.32,SUP0066,10,295,44,2021-04-10
PRD02086,Ice Cream Pack,Dairy,DailyChoice,388.85,539.21,SUP0582,27,89,45,2023-10-23
PRD02087,Frozen Corn 500g,Frozen Foods,PrimeFoods,68.59,99.25,SUP0347,23,43,19,2025-10-04
PRD02088,Bagel 1kg,Bakery,PrimeFoods,267.25,393.05,SUP0203,19,222,17,2025-04-09
PRD02089,Greek Yogurt Pack,Dairy,ValuePlus,125.21,163.96,SUP0680,7,263,66,2025-10-14
PRD02090,Potato Chips 750g,Snacks,UrbanFresh,369.36,430.79,SUP0493,22,194,49,2023-02-11
PRD02091,Plastic Wrap 750ml,Household,FamilyChoice,461.37,733.44,SUP0341,12,168,92,2021-11-26
PRD02092,Fabric Softener Box,Cleaning Supplies,HappyHome,139.21,184.45,SUP0204,27,57,87,2022-10-24
PRD02093,Cream 200g,Dairy,NaturePlus,179.68,237.73,SUP0842,28,125,6,2025-03-24
PRD02094,Chocolate Bar 250g,Snacks,GreenHarvest,407.62,549.79,SUP0312,8,53,32,2025-09-26
PRD02095,Body Lotion 750g,Personal Care,NaturePlus,266.93,411.73,SUP0518,2,241,30,2025-07-19
PRD02096,Soup Mix 750g,Packaged Foods,HomeEssentials,389.17,617.83,SUP0436,23,78,23,2022-07-03
PRD02097,Hair Oil 750ml,Personal Care,SuperFresh,76.51,103.31,SUP0407,27,204,31,2022-06-23
PRD02098,Orange 250ml,Fruits & Vegetables,SuperFresh,104.07,156.61,SUP0916,24,80,10,2022-11-01
PRD02099,Cream 750ml,Dairy,PremiumSelect,173.07,262.13,SUP0881,30,113,72,2023-12-05
PRD02100,Lemonade 750g,Beverages,PureLife,492.18,581.58,SUP0818,13,197,48,2022-03-09
PRD02101,Mango 250g,Fruits & Vegetables,NaturePlus,53.29,78.66,SUP0235,28,56,76,2023-10-09
PRD02102,Onion 500g,Fruits & Vegetables,FamilyChoice,275.55,344.11,SUP0439,13,273,48,2025-10-04
PRD02103,Storage Box 500g,Household,NaturePlus,196.27,276.49,SUP0259,9,90,81,2025-01-26
PRD02104,Spices 750ml,Packaged Foods,PrimeFoods,371.97,566.2,SUP0572,17,93,40,2023-11-02
PRD02105,Energy Drink 1L,Beverages,ValuePlus,242.23,281.07,SUP0248,27,268,28,2025-08-17
PRD02106,Air Freshener 1kg,Household,PrimeFoods,168.7,256.17,SUP0255,14,231,11,2024-06-29
PRD02107,Kitchen Towels 1kg,Household,PremiumSelect,322.99,416.92,SUP0806,12,94,66,2022-01-30
PRD02108,Salt 1L,Packaged Foods,PureLife,38.81,54.08,SUP0973,18,295,91,2021-09-30
PRD02109,Butter 500g,Dairy,GreenHarvest,466.54,565.07,SUP0313,7,35,91,2025-05-03
PRD02110,Potato Chips 250ml,Snacks,HomeEssentials,55.6,66.41,SUP0410,29,33,78,2023-03-06
PRD02111,Crackers 500ml,Snacks,FamilyChoice,208.38,272.86,SUP0642,17,220,17,2021-06-19
PRD02112,Soap 100g,Personal Care,EcoLiving,414.66,625.12,SUP0931,24,278,53,2025-05-11
PRD02113,Light Bulb 100g,Household,FamilyChoice,350.18,462.51,SUP0585,13,107,64,2022-10-09
PRD02114,Donut 500g,Bakery,QuickBite,139.04,220.05,SUP0352,21,215,31,2022-02-16
PRD02115,Deodorant 750ml,Personal Care,HomeEssentials,244.39,385.75,SUP0073,21,30,17,2022-11-04
PRD02116,Tomato 1L,Fruits & Vegetables,SuperFresh,449.58,652.96,SUP0923,22,254,74,2025-04-22
PRD02117,Paneer 750g,Dairy,DailyChoice,44.89,67.96,SUP0064,3,256,19,2022-08-02
PRD02118,Bun Box,Bakery,SuperFresh,224.15,268.46,SUP0101,7,27,40,2024-02-29
PRD02119,Air Freshener 500ml,Household,NaturePlus,245.0,295.71,SUP0675,29,236,84,2025-01-17
PRD02120,Orange 500g,Fruits & Vegetables,NaturePlus,450.63,534.16,SUP0798,16,267,81,2022-07-02
PRD02121,Bagel 200g,Bakery,FreshMart,161.56,239.85,SUP0734,10,159,54,2021-02-18
PRD02122,Oats 500ml,Packaged Foods,FreshMart,337.08,470.86,SUP0835,15,281,21,2023-10-16
PRD02123,Potato Chips 100g,Snacks,ValuePlus,323.36,383.4,SUP0193,25,228,82,2024-07-10
PRD02124,Bagel 1kg,Bakery,HealthySelect,277.91,362.39,SUP0348,13,146,53,2023-02-22
PRD02125,Tomato 750ml,Fruits & Vegetables,PureLife,185.26,223.7,SUP0728,3,226,36,2022-02-19
PRD02126,Laundry Detergent 500g,Cleaning Supplies,FamilyChoice,324.17,426.55,SUP0896,3,179,31,2025-10-05
PRD02127,Light Bulb 1L,Household,PureLife,137.18,185.88,SUP0218,15,121,49,2022-08-11
PRD02128,Deodorant Pack,Personal Care,FreshMart,445.41,593.84,SUP0905,16,217,41,2022-04-17
PRD02129,Disinfectant Spray 750ml,Cleaning Supplies,UrbanFresh,112.74,133.14,SUP0233,6,131,63,2025-03-04
PRD02130,Flour 750g,Packaged Foods,FreshMart,453.9,601.89,SUP0784,16,84,46,2025-11-13
PRD02131,Chocolate Bar 100g,Snacks,PrimeFoods,168.07,263.18,SUP0175,29,22,23,2022-04-26
PRD02132,Lemonade 500ml,Beverages,SuperFresh,267.74,373.94,SUP0085,25,299,24,2022-08-03
PRD02133,Cupcake 1kg,Bakery,QuickBite,91.71,124.42,SUP0407,29,108,5,2024-12-09
PRD02134,Disinfectant Spray Box,Cleaning Supplies,PremiumSelect,224.64,283.4,SUP0754,9,201,86,2022-06-01
PRD02135,Greek Yogurt 200g,Dairy,PrimeFoods,393.77,489.29,SUP0199,11,77,14,2024-01-20
PRD02136,Frozen Corn 250ml,Frozen Foods,PureLife,232.97,302.69,SUP0374,12,286,60,2022-02-10
PRD02137,Disinfectant Spray 250g,Cleaning Supplies,PremiumSelect,440.47,681.19,SUP0161,19,273,12,2024-02-04
PRD02138,Chocolate Bar 250g,Snacks,DailyChoice,149.97,235.22,SUP0020,23,197,41,2024-11-12
PRD02139,Dishwashing Liquid 250g,Cleaning Supplies,GoldenHarvest,61.69,77.08,SUP0365,30,228,96,2021-11-01
PRD02140,Toilet Cleaner 1kg,Cleaning Supplies,HomeEssentials,359.16,479.64,SUP0602,21,257,53,2022-04-21
PRD02141,Storage Box 200g,Household,PureHarvest,215.17,255.63,SUP0269,25,177,49,2025-08-13
PRD02142,Orange 1kg,Fruits & Vegetables,PureLife,311.06,450.91,SUP0259,22,149,36,2021-03-03
PRD02143,Pasta 750ml,Packaged Foods,PureHarvest,167.96,228.52,SUP0156,5,142,73,2023-07-29
PRD02144,Frozen Fish 500g,Frozen Foods,NaturePlus,219.35,279.96,SUP0975,3,205,84,2023-08-15
PRD02145,Instant Noodles 100g,Packaged Foods,PureHarvest,496.54,790.91,SUP0349,26,196,35,2021-04-06
PRD02146,Protein Bar Pack,Snacks,PureLife,347.0,454.26,SUP0971,6,108,80,2022-12-16
PRD02147,Apple 250ml,Fruits & Vegetables,ValuePlus,184.18,283.75,SUP0854,25,77,66,2022-06-19
PRD02148,Potato 750g,Fruits & Vegetables,ValuePlus,158.26,205.93,SUP0091,6,257,57,2022-08-02
PRD02149,Cookies 200g,Snacks,GreenHarvest,413.72,547.05,SUP0522,29,196,69,2025-05-03
PRD02150,Muffin 100g,Bakery,PureLife,483.85,749.93,SUP0330,22,55,83,2022-04-26
PRD02151,Bleach Pack,Cleaning Supplies,ValuePlus,387.31,469.65,SUP0485,13,110,64,2023-02-02
PRD02152,Potato 1kg,Fruits & Vegetables,PureLife,455.88,726.04,SUP0064,30,110,90,2023-06-16
PRD02153,Mineral Water 500ml,Beverages,PureHarvest,127.47,169.99,SUP0049,22,189,59,2024-06-12
PRD02154,Frozen Vegetables Pack,Frozen Foods,HealthySelect,437.35,593.96,SUP0529,21,217,67,2021-12-11
PRD02155,Frozen Vegetables 1L,Frozen Foods,UrbanFresh,111.59,171.34,SUP0383,3,214,41,2021-12-01
PRD02156,Floor Cleaner 750g,Cleaning Supplies,QuickBite,423.17,584.33,SUP0396,15,250,11,2021-07-04
PRD02157,Bread 500g,Bakery,EcoLiving,270.83,376.82,SUP0316,8,49,39,2022-06-25
PRD02158,Banana 500g,Fruits & Vegetables,PureLife,263.09,396.33,SUP0401,21,121,79,2025-03-18
PRD02159,Crackers Pack,Snacks,PureLife,218.34,314.89,SUP0436,4,291,98,2022-06-03
PRD02160,Coffee 200g,Beverages,ValuePlus,238.3,279.13,SUP0238,20,140,54,2023-11-18
PRD02161,Banana 1kg,Fruits & Vegetables,HealthySelect,272.75,338.27,SUP0603,6,240,91,2023-07-24
PRD02162,Bread 250g,Bakery,UrbanFresh,398.38,603.14,SUP0437,7,250,95,2025-09-17
PRD02163,Plastic Wrap 1kg,Household,FreshMart,341.28,414.44,SUP0096,2,97,83,2023-01-13
PRD02164,Cake 250g,Bakery,QuickBite,367.67,474.54,SUP0861,16,83,39,2022-12-19
PRD02165,Muffin 750ml,Bakery,PremiumSelect,464.55,572.51,SUP0136,22,251,47,2021-11-14
PRD02166,Oats 1kg,Packaged Foods,EcoLiving,320.96,392.89,SUP0378,14,233,75,2022-03-16
PRD02167,Salt Box,Packaged Foods,QuickBite,54.73,76.24,SUP0590,25,131,53,2023-11-30
PRD02168,Frozen Nuggets 500ml,Frozen Foods,HealthySelect,245.41,379.56,SUP0866,23,105,54,2021-11-26
PRD02169,Surface Cleaner 500ml,Cleaning Supplies,FamilyChoice,327.05,473.71,SUP0221,19,277,21,2023-10-28
PRD02170,Hair Oil 250ml,Personal Care,GoldenHarvest,485.51,698.4,SUP0200,9,220,96,2021-12-31
PRD02171,Apple Juice 750ml,Beverages,DailyChoice,456.82,609.91,SUP0850,26,259,15,2025-10-25
PRD02172,Frozen Pizza 250ml,Frozen Foods,DailyChoice,97.42,133.99,SUP0559,25,196,6,2021-04-04
PRD02173,Tomato 1L,Fruits & Vegetables,PureLife,133.58,177.06,SUP0249,15,149,6,2023-04-22
PRD02174,Moisturizer 1kg,Personal Care,FamilyChoice,77.99,104.57,SUP0456,4,265,37,2024-03-15
PRD02175,Surface Cleaner 1L,Cleaning Supplies,HomeEssentials,58.04,80.41,SUP0149,5,136,72,2025-01-26
PRD02176,Cucumber 500g,Fruits & Vegetables,GoldenHarvest,341.86,515.83,SUP0651,21,251,86,2024-05-03
PRD02177,Spinach 250ml,Fruits & Vegetables,ValuePlus,74.83,97.9,SUP0127,22,293,95,2024-01-19
PRD02178,Cupcake Pack,Bakery,HealthySelect,137.23,169.81,SUP0822,20,297,30,2022-10-03
PRD02179,Salt 1kg,Packaged Foods,GoldenHarvest,217.24,308.67,SUP0284,22,222,82,2023-11-26
PRD02180,Ice Cream 100g,Dairy,SmartChoice,376.62,477.38,SUP0191,30,46,91,2021-09-19
PRD02181,Body Lotion 250ml,Personal Care,EcoLiving,31.64,41.14,SUP0875,12,239,16,2022-12-30
PRD02182,Mango 500ml,Fruits & Vegetables,NaturePlus,421.9,504.36,SUP0853,21,117,74,2025-06-16
PRD02183,Oats 500g,Packaged Foods,FamilyChoice,174.0,214.84,SUP0390,18,47,82,2022-09-24
PRD02184,Brownie Pack,Bakery,MegaStore,366.43,516.19,SUP0675,19,295,89,2021-10-09
PRD02185,Frozen Pizza 200g,Frozen Foods,PrimeFoods,25.01,37.96,SUP0196,22,274,63,2025-07-19
PRD02186,Spices 500ml,Packaged Foods,NaturePlus,134.39,204.88,SUP0228,9,44,30,2021-03-27
PRD02187,Flavored Milk 1kg,Dairy,FamilyChoice,168.8,211.05,SUP0285,18,209,24,2023-01-24
PRD02188,Shampoo 750ml,Personal Care,DailyChoice,241.54,384.88,SUP0243,24,47,89,2025-07-31
PRD02189,Cucumber 250g,Fruits & Vegetables,GreenHarvest,304.26,416.84,SUP0912,12,53,60,2021-09-21
PRD02190,Toothpaste 750ml,Personal Care,PureLife,62.02,83.24,SUP0831,9,51,96,2025-05-21
PRD02191,Apple 1kg,Fruits & Vegetables,GoldenHarvest,411.6,501.5,SUP0016,21,78,68,2024-02-21
PRD02192,Laundry Detergent 500ml,Cleaning Supplies,MegaStore,87.24,110.11,SUP0310,12,92,68,2024-11-14
PRD02193,Laundry Detergent Pack,Cleaning Supplies,FreshMart,117.62,148.21,SUP0926,15,102,64,2021-09-25
PRD02194,Light Bulb 100g,Household,PrimeFoods,262.87,393.89,SUP0487,27,157,64,2023-02-12
PRD02195,Frozen Dessert Box,Frozen Foods,FreshMart,66.61,88.45,SUP0413,13,67,82,2021-03-16
PRD02196,Protein Bar 500ml,Snacks,EcoLiving,207.79,288.85,SUP0844,24,284,30,2023-06-09
PRD02197,Orange 500g,Fruits & Vegetables,NaturePlus,94.36,143.0,SUP0081,6,69,14,2024-09-11
PRD02198,Pretzels 1kg,Snacks,PureLife,304.5,469.16,SUP0676,4,55,17,2024-10-02
PRD02199,Salt 250ml,Packaged Foods,HealthySelect,93.4,108.76,SUP0885,15,210,66,2021-07-27
PRD02200,Carrot 100g,Fruits & Vegetables,EcoLiving,225.56,311.11,SUP0985,14,128,78,2025-11-04
PRD02201,Conditioner 500g,Personal Care,SuperFresh,72.06,91.06,SUP0778,21,166,17,2022-10-27
PRD02202,Frozen Vegetables 200g,Frozen Foods,PrimeFoods,477.1,600.93,SUP0409,24,97,18,2024-11-19
PRD02203,Plastic Wrap Pack,Household,EcoLiving,364.69,558.16,SUP0556,25,144,79,2021-10-23
PRD02204,Breakfast Cereal 250ml,Packaged Foods,HomeEssentials,435.24,542.08,SUP0609,19,241,66,2025-08-07
PRD02205,Surface Cleaner 750g,Cleaning Supplies,QuickBite,137.04,217.01,SUP0026,14,206,13,2025-01-28
PRD02206,Aluminum Foil 500g,Household,ValuePlus,191.93,269.6,SUP0831,17,63,83,2022-09-26
PRD02207,Bun 1kg,Bakery,PureHarvest,159.63,211.56,SUP0913,29,257,81,2021-11-26
PRD02208,Frozen Nuggets Box,Frozen Foods,UrbanFresh,417.14,619.03,SUP0355,6,91,36,2023-06-15
PRD02209,Orange Juice 250g,Beverages,NaturePlus,307.41,491.69,SUP0444,6,144,40,2025-01-13
PRD02210,Muffin Pack,Bakery,UrbanFresh,464.55,546.96,SUP0902,2,109,47,2023-01-27
PRD02211,Soup Mix Pack,Packaged Foods,SuperFresh,272.53,342.76,SUP0511,12,106,81,2025-07-16
PRD02212,Laundry Detergent Box,Cleaning Supplies,GreenHarvest,96.53,146.35,SUP0406,11,200,17,2023-07-22
PRD02213,Dishwashing Liquid 250ml,Cleaning Supplies,MegaStore,278.81,348.71,SUP0350,28,180,83,2023-05-10
PRD02214,Donut Box,Bakery,PureLife,71.03,90.8,SUP0341,22,118,92,2024-11-18
PRD02215,Crackers 500g,Snacks,QuickBite,364.95,512.62,SUP0205,28,81,92,2021-07-15
PRD02216,Instant Noodles 250g,Packaged Foods,NaturePlus,460.51,608.29,SUP0289,19,168,27,2024-01-22
PRD02217,Tomato Box,Fruits & Vegetables,ValuePlus,177.36,253.79,SUP0858,15,168,49,2025-10-27
PRD02218,Apple Juice Pack,Beverages,SmartChoice,220.91,269.91,SUP0758,7,186,7,2021-11-06
PRD02219,Apple 250ml,Fruits & Vegetables,DailyChoice,474.95,736.62,SUP0725,19,204,26,2023-10-27
PRD02220,Cheese 500ml,Dairy,QuickBite,336.71,538.21,SUP0214,18,146,98,2021-09-05
PRD02221,Cucumber 750g,Fruits & Vegetables,QuickBite,254.61,324.64,SUP0161,4,118,73,2022-10-11
PRD02222,Croissant 750ml,Bakery,HomeEssentials,413.09,490.8,SUP0315,15,221,99,2025-09-03
PRD02223,Soft Drink 1L,Beverages,HappyHome,417.11,492.05,SUP0526,18,131,93,2022-09-29
PRD02224,Soup Mix 500g,Packaged Foods,FamilyChoice,442.15,676.46,SUP0539,16,85,30,2024-06-15
PRD02225,Dishwashing Liquid 500g,Cleaning Supplies,PremiumSelect,73.89,85.28,SUP0344,24,131,56,2023-09-18
PRD02226,Kitchen Towels 200g,Household,GoldenHarvest,398.19,586.82,SUP0673,14,262,100,2022-12-05
PRD02227,Potato Chips 250g,Snacks,MegaStore,47.21,68.04,SUP0290,9,252,80,2021-10-17
PRD02228,Carrot 500ml,Fruits & Vegetables,MegaStore,427.86,603.47,SUP0893,3,181,75,2024-11-15
PRD02229,Crackers 100g,Snacks,HappyHome,133.31,208.91,SUP0167,17,93,17,2025-06-21
PRD02230,Hand Wash Box,Personal Care,NaturePlus,443.83,516.11,SUP0267,25,131,92,2023-05-13
PRD02231,Sugar 500g,Packaged Foods,PureHarvest,388.52,547.55,SUP0755,28,24,33,2025-10-25
PRD02232,Greek Yogurt 250ml,Dairy,QuickBite,218.36,255.8,SUP0421,16,70,74,2025-09-29
PRD02233,Frozen Fries 200g,Frozen Foods,EcoLiving,488.94,748.43,SUP0395,30,183,16,2022-02-12
PRD02234,Cheese 750ml,Dairy,HealthySelect,440.25,509.66,SUP0724,3,148,91,2023-06-25
PRD02235,Donut 750g,Bakery,ValuePlus,439.59,588.97,SUP0427,27,274,97,2022-01-22
PRD02236,Lemonade 750g,Beverages,QuickBite,297.87,446.41,SUP0039,16,206,26,2022-02-18
PRD02237,Trash Bags 250ml,Household,QuickBite,182.9,239.01,SUP0529,20,65,65,2022-04-07
PRD02238,Instant Noodles 500ml,Packaged Foods,GreenHarvest,80.16,121.76,SUP0632,22,72,55,2023-09-10
PRD02239,Bun 100g,Bakery,SmartChoice,397.88,483.13,SUP0212,16,211,8,2024-06-16
PRD02240,Butter Box,Dairy,UrbanFresh,424.66,658.96,SUP0249,20,138,68,2022-04-16
PRD02241,Surface Cleaner 200g,Cleaning Supplies,EcoLiving,277.67,407.59,SUP0890,28,164,57,2025-08-15
PRD02242,Toothpaste 750g,Personal Care,GreenHarvest,177.79,222.41,SUP0762,9,24,48,2022-05-19
PRD02243,Body Lotion 200g,Personal Care,FamilyChoice,477.43,581.9,SUP0430,18,100,29,2023-12-06
PRD02244,Cheese 500g,Dairy,UrbanFresh,151.61,203.16,SUP0306,8,286,20,2024-04-01
PRD02245,Energy Drink 750ml,Beverages,HappyHome,485.82,562.54,SUP0223,11,51,31,2022-07-09
PRD02246,Kitchen Towels 1L,Household,SuperFresh,424.84,663.05,SUP0117,18,138,30,2021-11-21
PRD02247,Chocolate Bar 750g,Snacks,PureHarvest,277.19,366.49,SUP0884,15,26,78,2024-09-10
PRD02248,Yogurt 250g,Dairy,UrbanFresh,414.23,629.41,SUP0392,2,117,85,2022-04-05
PRD02249,Conditioner 1kg,Personal Care,FamilyChoice,407.67,590.04,SUP0884,26,116,80,2021-07-15
PRD02250,Trail Mix 500ml,Snacks,FamilyChoice,432.49,647.25,SUP0922,7,272,66,2021-01-27
PRD02251,Banana 100g,Fruits & Vegetables,PremiumSelect,91.58,109.68,SUP0246,5,104,60,2024-03-19
PRD02252,Yogurt 1kg,Dairy,PremiumSelect,135.47,215.36,SUP0245,26,154,27,2021-11-19
PRD02253,Greek Yogurt 750ml,Dairy,PureHarvest,138.23,179.52,SUP0756,2,219,49,2024-08-22
PRD02254,Black Tea 500ml,Beverages,FreshMart,270.79,346.05,SUP0850,12,145,6,2024-03-11
PRD02255,Face Wash 1kg,Personal Care,EcoLiving,359.79,467.59,SUP0703,27,197,32,2023-03-17
PRD02256,Spices 1L,Packaged Foods,HomeEssentials,214.13,271.17,SUP0862,15,52,43,2022-02-14
PRD02257,Chocolate Bar 100g,Snacks,PureLife,89.5,129.9,SUP0664,18,235,66,2025-03-19
PRD02258,Orange Juice 1kg,Beverages,GreenHarvest,436.48,625.31,SUP0041,7,82,39,2023-10-21
PRD02259,Apple Juice 250ml,Beverages,PureHarvest,367.34,573.1,SUP0181,19,22,44,2021-05-11
PRD02260,Sugar 1L,Packaged Foods,EcoLiving,113.97,170.64,SUP0189,20,93,87,2021-08-05
PRD02261,Soap 250g,Personal Care,PrimeFoods,168.63,235.32,SUP0225,24,261,73,2022-02-24
PRD02262,Glass Cleaner 1L,Cleaning Supplies,ValuePlus,216.87,332.64,SUP0801,24,176,66,2025-10-13
PRD02263,Cream 200g,Dairy,FreshMart,29.13,35.18,SUP0962,28,228,28,2025-12-30
PRD02264,Bleach Box,Cleaning Supplies,FamilyChoice,467.7,718.02,SUP0699,15,279,95,2024-11-11
PRD02265,Spinach 250g,Fruits & Vegetables,NaturePlus,359.41,491.4,SUP0291,30,36,53,2022-07-13
PRD02266,Frozen Pizza 750g,Frozen Foods,NaturePlus,41.55,57.06,SUP0382,16,77,87,2025-02-17
PRD02267,Spices 750ml,Packaged Foods,SuperFresh,463.03,581.66,SUP0983,18,223,55,2025-12-21
PRD02268,Trail Mix 750ml,Snacks,PremiumSelect,270.2,342.25,SUP0620,9,101,92,2025-08-13
PRD02269,Soap 750g,Personal Care,MegaStore,325.8,486.11,SUP0928,20,158,74,2022-01-25
PRD02270,Trash Bags Box,Household,HappyHome,350.87,433.22,SUP0630,9,224,49,2023-10-12
PRD02271,Potato Chips 250ml,Snacks,FreshMart,26.87,42.27,SUP0779,7,262,63,2022-10-12
PRD02272,Glass Cleaner 500g,Cleaning Supplies,EcoLiving,271.22,361.05,SUP0431,29,33,66,2025-01-24
PRD02273,Storage Box 250g,Household,MegaStore,106.12,131.95,SUP0194,5,107,75,2023-05-11
PRD02274,Soap 1kg,Personal Care,MegaStore,477.69,590.54,SUP0985,24,280,30,2021-03-19
PRD02275,Cupcake 250g,Bakery,EcoLiving,122.1,183.19,SUP0525,2,160,31,2021-02-10
PRD02276,Pasta 500ml,Packaged Foods,EcoLiving,234.97,326.38,SUP0666,9,105,28,2023-10-12
PRD02277,Flour 750g,Packaged Foods,PremiumSelect,353.67,456.0,SUP1000,26,70,48,2025-09-28
PRD02278,Peanuts Box,Snacks,EcoLiving,345.28,431.21,SUP0049,8,214,94,2025-06-24
PRD02279,Mineral Water Box,Beverages,EcoLiving,265.83,376.9,SUP0193,21,46,27,2023-12-07
PRD02280,Cupcake 250g,Bakery,HomeEssentials,253.8,362.98,SUP0660,26,200,38,2022-08-04
PRD02281,Mineral Water Pack,Beverages,HappyHome,215.85,270.07,SUP0191,18,81,58,2024-03-22
PRD02282,Soap 250g,Personal Care,FreshMart,155.43,213.61,SUP0788,16,45,26,2022-04-24
PRD02283,Plastic Wrap 250g,Household,PrimeFoods,302.85,478.66,SUP0800,19,264,69,2022-09-28
PRD02284,Soap 1kg,Personal Care,PureLife,23.67,34.54,SUP0104,20,239,62,2022-11-22
PRD02285,Onion 100g,Fruits & Vegetables,MegaStore,99.94,118.72,SUP0713,15,97,50,2023-03-06
PRD02286,Frozen Nuggets 200g,Frozen Foods,EcoLiving,160.36,242.69,SUP0080,7,299,40,2025-12-16
